Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
95878627,5/24/2020 6:07,5/24/2020 6:40,70065,1952,1048,S 18th St & Sidney St,1047,S 22nd St & E Carson St,Customer
95878714,5/24/2020 6:09,5/24/2020 7:18,70221,4162,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
95881217,5/24/2020 6:50,5/24/2020 9:16,70112,8766,1026,Penn Ave & S Whitfield St,1027,Shady Ave & Ellsworth Ave,Customer
95882746,5/24/2020 7:13,5/24/2020 10:10,70505,10608,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1005,Forbes Ave & Grant St,Subscriber
95886515,5/24/2020 8:04,5/24/2020 8:33,70531,1712,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
95886584,5/24/2020 8:05,5/24/2020 8:32,70532,1624,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
95886810,5/24/2020 8:09,5/24/2020 8:10,70667,61,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
95887897,5/24/2020 8:23,5/24/2020 8:55,70503,1927,49611,24th St & Smallman St,1017,21st St & Penn Ave,Customer
95887931,5/24/2020 8:23,5/24/2020 8:53,70446,1782,49611,24th St & Smallman St,1017,21st St & Penn Ave,Customer
95888627,5/24/2020 8:31,5/24/2020 8:42,70046,648,49401,Stanton Ave & N Negley Ave,1024,S Negley Ave & Baum Blvd,Subscriber
95889660,5/24/2020 8:44,5/24/2020 8:50,70276,414,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
95889662,5/24/2020 8:44,5/24/2020 10:13,70030,5348,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
95890129,5/24/2020 8:49,5/24/2020 9:03,70161,845,1015,Federal St & E North Ave,1017,21st St & Penn Ave,Customer
95890703,5/24/2020 8:55,5/24/2020 10:11,70656,4564,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
95891029,5/24/2020 8:59,5/24/2020 10:13,70078,4411,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
95891162,5/24/2020 9:01,5/24/2020 9:58,70368,3468,1035,Fifth Ave & S Dithridge St,1034,Ellsworth Ave & N Neville St,Customer
95892104,5/24/2020 9:12,5/24/2020 12:07,70257,10532,1043,S Millvale Ave & Centre Ave,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Customer
95892281,5/24/2020 9:14,5/24/2020 18:57,70276,34991,1005,Forbes Ave & Grant St,1056,Wood St & Sixth Ave,Customer
95892383,5/24/2020 9:15,5/24/2020 9:20,70541,280,,BIKE 70541,1016,17th St & Penn Ave,Customer
95894082,5/24/2020 9:34,5/24/2020 9:46,70672,679,1012,North Shore Trail & Fort Duquesne Bridge,1000,Liberty Ave & Stanwix St,Customer
95894138,5/24/2020 9:35,5/24/2020 10:15,70010,2411,49691,Liberty Ave & 6th St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95894200,5/24/2020 9:36,5/24/2020 9:48,70080,717,1012,North Shore Trail & Fort Duquesne Bridge,1001,Forbes Ave & Market Square,Customer
95894288,5/24/2020 9:37,5/24/2020 9:48,70175,660,1005,Forbes Ave & Grant St,1016,17th St & Penn Ave,Subscriber
95894399,5/24/2020 9:38,5/24/2020 11:25,70480,6393,1068,Forbes Ave & Murray Ave,1001,Forbes Ave & Market Square,Customer
95894441,5/24/2020 9:39,5/24/2020 10:15,70433,2199,49691,Liberty Ave & 6th St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95894958,5/24/2020 9:45,5/24/2020 9:47,70288,116,1051,Transit,,BIKE 70288,Customer
95895033,5/24/2020 9:46,5/24/2020 12:18,70684,9122,1070,Hobart St & Wightman St,1070,Hobart St & Wightman St,Customer
95895149,5/24/2020 9:47,5/24/2020 10:44,70604,3417,1010,10th St & Penn Ave (David L. Lawrence Convention Center),,BIKE 70604,Customer
95895310,5/24/2020 9:49,5/24/2020 10:43,70362,3219,1010,10th St & Penn Ave (David L. Lawrence Convention Center),49611,24th St & Smallman St,Customer
95895708,5/24/2020 9:54,5/24/2020 9:57,70123,151,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
95895735,5/24/2020 9:55,5/24/2020 10:24,70423,1758,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
95895968,5/24/2020 9:57,5/24/2020 10:34,70208,2172,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Subscriber
95895993,5/24/2020 9:58,5/24/2020 10:04,70689,392,49391,E Liberty Blvd & Negley Ave,1024,S Negley Ave & Baum Blvd,Subscriber
95896037,5/24/2020 9:58,5/24/2020 10:24,70123,1551,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
95896134,5/24/2020 9:59,5/24/2020 10:04,70314,293,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Subscriber
95896262,5/24/2020 10:01,5/24/2020 10:31,70234,1789,1059,Burns White Center at 3 Crossings,1059,Burns White Center at 3 Crossings,Subscriber
95896394,5/24/2020 10:02,5/24/2020 10:32,70515,1756,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95896472,5/24/2020 10:03,5/24/2020 13:34,70385,12620,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95896485,5/24/2020 10:04,5/24/2020 10:39,70301,2151,1032,Walnut St & College St,1033,Ivy St & Walnut St   ,Customer
95896510,5/24/2020 10:04,5/24/2020 11:59,70668,6945,,BIKE 70668,1000,Liberty Ave & Stanwix St,Customer
95896578,5/24/2020 10:05,5/24/2020 12:00,70532,6914,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
95896680,5/24/2020 10:06,5/24/2020 10:15,70534,588,,recording_95867448,49651,Grant St & Strawberry Way,Customer
95897252,5/24/2020 10:13,5/24/2020 11:15,70204,3747,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95897265,5/24/2020 10:13,5/24/2020 13:31,70502,11900,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95897279,5/24/2020 10:13,5/24/2020 11:29,70526,4586,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95897340,5/24/2020 10:14,5/24/2020 12:26,70489,7939,1035,Fifth Ave & S Dithridge St,1035,Fifth Ave & S Dithridge St,Customer
95897588,5/24/2020 10:16,5/24/2020 12:33,70654,8202,,BIKE 70654,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95897614,5/24/2020 10:17,5/24/2020 11:37,70614,4826,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95897649,5/24/2020 10:17,5/24/2020 11:15,70173,3481,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95897671,5/24/2020 10:17,5/24/2020 14:00,70211,13365,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95897760,5/24/2020 10:18,5/24/2020 13:59,70065,13213,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95897802,5/24/2020 10:19,5/24/2020 11:40,70106,4889,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95898240,5/24/2020 10:24,5/24/2020 14:27,70616,14622,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1045,S 27th St & Sidney St. (Southside Works),Customer
95898357,5/24/2020 10:25,5/24/2020 11:05,70331,2366,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
95898412,5/24/2020 10:26,5/24/2020 11:05,70508,2353,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
95899043,5/24/2020 10:33,5/24/2020 11:31,70337,3504,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
95899086,5/24/2020 10:33,5/24/2020 12:59,70597,8766,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
95899237,5/24/2020 10:35,5/24/2020 12:18,70548,6208,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
95899268,5/24/2020 10:35,5/24/2020 12:19,70388,6202,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
95899299,5/24/2020 10:36,5/24/2020 11:32,70313,3361,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
95899680,5/24/2020 10:40,5/24/2020 12:21,70023,6069,49731,Ross St & Fourth Ave,1004,First Ave & B St (T Station),Customer
95899722,5/24/2020 10:40,5/24/2020 12:20,70125,5974,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
95900283,5/24/2020 10:47,5/24/2020 12:08,70633,4852,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
95900602,5/24/2020 10:51,5/24/2020 11:37,70661,2797,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
95900648,5/24/2020 10:51,5/24/2020 11:06,70545,891,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
95900667,5/24/2020 10:52,5/24/2020 12:04,70528,4324,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
95900885,5/24/2020 10:54,5/24/2020 11:00,70689,367,1024,S Negley Ave & Baum Blvd,49391,E Liberty Blvd & Negley Ave,Subscriber
95900999,5/24/2020 10:56,5/24/2020 11:58,70520,3721,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95901101,5/24/2020 10:57,5/24/2020 12:47,70444,6601,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
95901107,5/24/2020 10:57,5/24/2020 11:57,70247,3607,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95901130,5/24/2020 10:58,5/24/2020 12:48,70260,6613,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
95901721,5/24/2020 11:06,5/24/2020 12:09,70234,3835,1059,Burns White Center at 3 Crossings,1000,Liberty Ave & Stanwix St,Customer
95901895,5/24/2020 11:08,5/24/2020 12:59,70061,6652,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
95901977,5/24/2020 11:09,5/24/2020 12:58,70419,6565,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
95902000,5/24/2020 11:09,5/24/2020 12:49,70603,5997,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
95902020,5/24/2020 11:09,5/24/2020 12:50,70601,6047,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
95902064,5/24/2020 11:10,5/24/2020 11:15,70505,334,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
95902223,5/24/2020 11:12,5/24/2020 11:28,70474,966,49321,Bennett St & Eccrue Way,1026,Penn Ave & S Whitfield St,Subscriber
95902415,5/24/2020 11:14,5/24/2020 12:13,70120,3522,1012,North Shore Trail & Fort Duquesne Bridge,,BIKE 70120,Customer
95902417,5/24/2020 11:14,5/24/2020 12:09,70604,3245,49611,24th St & Smallman St,,BIKE 70604,Customer
95902538,5/24/2020 11:16,5/24/2020 11:30,70445,872,1072,Glasshouse,1045,S 27th St & Sidney St. (Southside Works),Customer
95902570,5/24/2020 11:16,5/24/2020 12:09,70362,3138,49611,24th St & Smallman St,1000,Liberty Ave & Stanwix St,Customer
95902646,5/24/2020 11:17,5/24/2020 19:01,70161,27814,1017,21st St & Penn Ave,1047,S 22nd St & E Carson St,Customer
95902684,5/24/2020 11:18,5/24/2020 14:44,70438,12352,1069,Beacon St & Murray Ave,1068,Forbes Ave & Murray Ave,Customer
95902693,5/24/2020 11:18,5/24/2020 14:45,70542,12400,1069,Beacon St & Murray Ave,,BIKE 70542,Customer
95902865,5/24/2020 11:20,5/24/2020 13:28,70515,7670,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95902872,5/24/2020 11:20,5/24/2020 12:09,70503,2956,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
95902935,5/24/2020 11:21,5/24/2020 12:53,70467,5527,49251,Schenley Dr & Forbes Ave,49251,Schenley Dr & Forbes Ave,Customer
95902958,5/24/2020 11:21,5/24/2020 12:15,70543,3212,,BIKE 70543,,BIKE 70543,Customer
95902960,5/24/2020 11:21,5/24/2020 13:24,70494,7389,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95903004,5/24/2020 11:22,5/24/2020 12:13,70068,3105,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95903296,5/24/2020 11:26,5/25/2020 8:40,70470,76474,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),Customer
95903307,5/24/2020 11:26,5/24/2020 12:38,70433,4337,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95903611,5/24/2020 11:30,5/24/2020 11:42,70164,754,49951,Butler St & 36th St,49611,24th St & Smallman St,Customer
95903621,5/24/2020 11:30,5/24/2020 11:43,70554,780,49951,Butler St & 36th St,49611,24th St & Smallman St,Customer
95903857,5/24/2020 11:33,5/24/2020 12:46,70095,4365,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95903895,5/24/2020 11:33,5/24/2020 12:03,70173,1803,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),Customer
95903957,5/24/2020 11:34,5/24/2020 12:32,70113,3493,,BIKE 70113,,BIKE 70113,Customer
95904231,5/24/2020 11:37,5/24/2020 13:08,70329,5439,1061,33rd St & Penn Ave ,1060,Penn Ave & 29th St,Customer
95904274,5/24/2020 11:38,5/24/2020 12:50,70556,4333,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
95904279,5/24/2020 11:38,5/24/2020 12:43,70623,3899,1000,Liberty Ave & Stanwix St,,BIKE 70623,Customer
95904331,5/24/2020 11:38,5/24/2020 13:03,70331,5066,1084,Hot Metal St & Tunnel Blvd,,BIKE 70331,Customer
95904392,5/24/2020 11:39,5/24/2020 12:24,70026,2730,1012,North Shore Trail & Fort Duquesne Bridge,1000,Liberty Ave & Stanwix St,Customer
95904464,5/24/2020 11:40,5/24/2020 12:49,70244,4161,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
95904481,5/24/2020 11:40,5/24/2020 12:37,70526,3388,1012,North Shore Trail & Fort Duquesne Bridge,1000,Liberty Ave & Stanwix St,Customer
95904498,5/24/2020 11:40,5/24/2020 12:50,70080,4156,1001,Forbes Ave & Market Square,,BIKE 70080,Customer
95904583,5/24/2020 11:42,5/24/2020 13:06,70673,5059,1084,Hot Metal St & Tunnel Blvd,,BIKE 70673,Customer
95904587,5/24/2020 11:42,5/24/2020 13:09,70541,5212,1016,17th St & Penn Ave,1017,21st St & Penn Ave,Customer
95904662,5/24/2020 11:43,5/24/2020 12:49,70672,3996,1000,Liberty Ave & Stanwix St,49691,Liberty Ave & 6th St,Customer
95904669,5/24/2020 11:43,5/24/2020 14:40,70314,10604,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95904711,5/24/2020 11:43,5/24/2020 20:37,70608,32030,1016,17th St & Penn Ave,1016,17th St & Penn Ave,Customer
95904712,5/24/2020 11:43,5/24/2020 12:41,70175,3427,1016,17th St & Penn Ave,1017,21st St & Penn Ave,Customer
95904921,5/24/2020 11:46,5/24/2020 11:48,70221,104,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
95904958,5/24/2020 11:47,5/24/2020 14:42,70105,10535,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95904960,5/24/2020 11:47,5/24/2020 11:51,70253,226,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Subscriber
95905000,5/24/2020 11:47,5/24/2020 12:47,70658,3598,,BIKE 70658,1059,Burns White Center at 3 Crossings,Subscriber
95905028,5/24/2020 11:48,5/24/2020 12:41,70383,3167,1016,17th St & Penn Ave,1017,21st St & Penn Ave,Customer
95905071,5/24/2020 11:48,5/24/2020 13:14,70445,5132,1045,S 27th St & Sidney St. (Southside Works),1046,S 25th St & E Carson St,Customer
95905081,5/24/2020 11:49,5/24/2020 13:15,70401,5202,1045,S 27th St & Sidney St. (Southside Works),1046,S 25th St & E Carson St,Customer
95905207,5/24/2020 11:50,5/24/2020 11:54,70508,208,1084,Hot Metal St & Tunnel Blvd,,BIKE 70508,Customer
95905461,5/24/2020 11:53,5/24/2020 12:56,70531,3771,1000,Liberty Ave & Stanwix St,1011,Fort Duquesne Blvd & 7th St,Customer
95905465,5/24/2020 11:53,5/24/2020 12:49,70663,3320,1048,S 18th St & Sidney St,1045,S 27th St & Sidney St. (Southside Works),Customer
95905475,5/24/2020 11:53,5/24/2020 16:12,70550,15507,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
95905497,5/24/2020 11:54,5/24/2020 12:54,70490,3617,1000,Liberty Ave & Stanwix St,1011,Fort Duquesne Blvd & 7th St,Customer
95905552,5/24/2020 11:54,5/24/2020 12:42,70595,2866,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Subscriber
95905560,5/24/2020 11:54,5/24/2020 12:58,70087,3847,49621,14th St & Penn Ave,1017,21st St & Penn Ave,Customer
95905645,5/24/2020 11:55,5/24/2020 12:19,70297,1445,1014,Ridge Ave & Brighton Rd (CCAC),1013,Isabella St & Federal St (PNC Park),Customer
95905700,5/24/2020 11:56,5/24/2020 12:00,70053,245,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
95905831,5/24/2020 11:58,5/24/2020 13:15,70204,4641,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),Customer
95905836,5/24/2020 11:58,5/24/2020 13:07,70642,4144,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95905882,5/24/2020 11:59,5/24/2020 12:41,70586,2528,1000,Liberty Ave & Stanwix St,1032,Walnut St & College St,Customer
95905898,5/24/2020 11:59,5/24/2020 12:01,70614,125,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Subscriber
95905901,5/24/2020 11:59,5/24/2020 13:15,70491,4569,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),Customer
95905945,5/24/2020 11:59,5/24/2020 13:30,70522,5437,1014,Ridge Ave & Brighton Rd (CCAC),49651,Grant St & Strawberry Way,Customer
95906044,5/24/2020 12:01,5/24/2020 13:29,70508,5315,,BIKE 70508,1049,S 12th St & E Carson St,Customer
95906060,5/24/2020 12:01,5/24/2020 12:21,70296,1200,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95906086,5/24/2020 12:01,5/24/2020 17:23,70661,19331,1015,Federal St & E North Ave,1014,Ridge Ave & Brighton Rd (CCAC),Customer
95906161,5/24/2020 12:02,5/24/2020 13:07,70617,3886,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95906166,5/24/2020 12:02,5/24/2020 13:50,70106,6440,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95906508,5/24/2020 12:08,5/24/2020 12:09,70561,100,49561,Butler St & 48th St,49561,Butler St & 48th St,Customer
95906521,5/24/2020 12:08,5/24/2020 13:28,70337,4822,1046,S 25th St & E Carson St,1049,S 12th St & E Carson St,Customer
95906627,5/24/2020 12:09,5/24/2020 12:12,70141,174,49561,Butler St & 48th St,49561,Butler St & 48th St,Customer
95906679,5/24/2020 12:10,5/24/2020 12:13,70311,189,49561,Butler St & 48th St,49561,Butler St & 48th St,Customer
95906733,5/24/2020 12:11,5/24/2020 12:13,70247,161,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95906867,5/24/2020 12:13,5/24/2020 13:15,70520,3723,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95907025,5/24/2020 12:15,5/24/2020 12:58,70171,2588,1072,Glasshouse,1072,Glasshouse,Customer
95907063,5/24/2020 12:16,5/24/2020 14:47,70653,9112,1049,S 12th St & E Carson St,1046,S 25th St & E Carson St,Customer
95907107,5/24/2020 12:16,5/24/2020 14:53,70676,9399,1018,Butler St & Stanton Ave,,BIKE 70676,Customer
95907190,5/24/2020 12:17,5/24/2020 14:31,70208,8000,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95907207,5/24/2020 12:17,5/25/2020 10:15,70446,79040,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95907232,5/24/2020 12:18,5/24/2020 14:53,70690,9287,1018,Butler St & Stanton Ave,49561,Butler St & 48th St,Customer
95907368,5/24/2020 12:20,5/24/2020 16:13,70131,14013,1013,Isabella St & Federal St (PNC Park),1014,Ridge Ave & Brighton Rd (CCAC),Customer
95907515,5/24/2020 12:21,5/25/2020 10:14,70296,78783,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95907675,5/24/2020 12:24,5/24/2020 12:50,70442,1593,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
95907740,5/24/2020 12:25,5/24/2020 15:39,70670,11662,49581,Liberty Ave & 37th St,1019,42nd St & Butler St,Customer
95907896,5/24/2020 12:27,5/24/2020 13:48,70221,4887,1048,S 18th St & Sidney St,1000,Liberty Ave & Stanwix St,Customer
95907926,5/24/2020 12:27,5/24/2020 15:39,70147,11509,49581,Liberty Ave & 37th St,1019,42nd St & Butler St,Customer
95907989,5/24/2020 12:28,5/24/2020 15:37,70056,11311,49581,Liberty Ave & 37th St,1019,42nd St & Butler St,Customer
95908070,5/24/2020 12:30,5/24/2020 15:46,70225,11795,49581,Liberty Ave & 37th St,49581,Liberty Ave & 37th St,Customer
95908089,5/24/2020 12:30,5/24/2020 13:20,70378,3027,1000,Liberty Ave & Stanwix St,1054,Smithfield St & Fourth Ave,Customer
95908125,5/24/2020 12:30,5/25/2020 9:36,70668,75939,1000,Liberty Ave & Stanwix St,1054,Smithfield St & Fourth Ave,Customer
95908169,5/24/2020 12:31,5/24/2020 14:54,70532,8575,1000,Liberty Ave & Stanwix St,1054,Smithfield St & Fourth Ave,Customer
95908189,5/24/2020 12:31,5/24/2020 13:49,70510,4635,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95908196,5/24/2020 12:31,5/24/2020 14:20,70099,6522,1072,Glasshouse,1072,Glasshouse,Customer
95908272,5/24/2020 12:33,5/24/2020 12:37,70482,222,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95908304,5/24/2020 12:34,5/24/2020 13:46,70313,4345,1046,S 25th St & E Carson St,,BIKE 70313,Customer
95908514,5/24/2020 12:37,5/24/2020 14:21,70660,6279,1072,Glasshouse,1072,Glasshouse,Customer
95908548,5/24/2020 12:37,5/24/2020 13:49,70654,4297,1012,North Shore Trail & Fort Duquesne Bridge,,BIKE 70654,Customer
95908661,5/24/2020 12:39,5/24/2020 12:46,70257,473,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Subscriber
95908852,5/24/2020 12:41,5/24/2020 13:13,70167,1877,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Customer
95909110,5/24/2020 12:45,5/24/2020 12:47,70253,94,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Customer
95909381,5/24/2020 12:49,5/24/2020 14:13,70595,5025,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95909460,5/24/2020 12:50,5/24/2020 14:37,70637,6409,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
95909506,5/24/2020 12:51,5/24/2020 14:36,70649,6344,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
95909507,5/24/2020 12:51,5/24/2020 14:01,70656,4224,1005,Forbes Ave & Grant St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95909508,5/24/2020 12:51,5/24/2020 14:00,70030,4179,1005,Forbes Ave & Grant St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95909524,5/24/2020 12:51,5/24/2020 13:52,70612,3642,1048,S 18th St & Sidney St,1047,S 22nd St & E Carson St,Customer
95909560,5/24/2020 12:51,5/24/2020 14:29,70663,5878,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95909699,5/24/2020 12:54,5/24/2020 14:01,70078,4000,1005,Forbes Ave & Grant St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95909705,5/24/2020 12:54,5/24/2020 13:00,70465,389,1051,Transit,1061,33rd St & Penn Ave ,Customer
95909777,5/24/2020 12:55,5/24/2020 13:14,70521,1176,1012,North Shore Trail & Fort Duquesne Bridge,1011,Fort Duquesne Blvd & 7th St,Customer
95909822,5/24/2020 12:55,5/24/2020 13:15,70482,1148,1012,North Shore Trail & Fort Duquesne Bridge,1011,Fort Duquesne Blvd & 7th St,Customer
95909826,5/24/2020 12:56,5/24/2020 15:25,70659,8974,1072,Glasshouse,1072,Glasshouse,Customer
95909908,5/24/2020 12:57,5/24/2020 14:54,70362,7034,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
95909911,5/24/2020 12:57,5/24/2020 14:53,70604,6991,,BIKE 70604,1000,Liberty Ave & Stanwix St,Customer
95909957,5/24/2020 12:58,5/24/2020 14:21,70630,5001,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Customer
95909973,5/24/2020 12:58,5/24/2020 14:50,70614,6695,,BIKE 70614,1013,Isabella St & Federal St (PNC Park),Customer
95910036,5/24/2020 12:59,5/24/2020 13:59,70658,3586,1059,Burns White Center at 3 Crossings,49611,24th St & Smallman St,Customer
95910062,5/24/2020 12:59,5/24/2020 14:07,70682,4079,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Subscriber
95910121,5/24/2020 13:00,5/24/2020 13:19,70113,1092,,BIKE 70113,49611,24th St & Smallman St,Subscriber
95910135,5/24/2020 13:01,5/24/2020 13:48,70202,2862,49701,Third Ave & Stanwix St,49701,Third Ave & Stanwix St,Customer
95910168,5/24/2020 13:01,5/24/2020 13:49,70103,2887,49701,Third Ave & Stanwix St,49701,Third Ave & Stanwix St,Customer
95910182,5/24/2020 13:01,5/24/2020 13:53,70214,3115,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),,BIKE 70214,Customer
95910195,5/24/2020 13:01,5/24/2020 13:45,70321,2620,49701,Third Ave & Stanwix St,49701,Third Ave & Stanwix St,Customer
95910212,5/24/2020 13:02,5/24/2020 14:07,70074,3932,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
