Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
95127493,5/10/2020 13:49,5/10/2020 13:53,70688,228,1003,First Ave & Smithfield St,1003,First Ave & Smithfield St,Customer
95127567,5/10/2020 13:50,5/10/2020 15:27,70625,5778,1084,Hot Metal St & Tunnel Blvd,,BIKE 70625,Customer
95127603,5/10/2020 13:51,5/10/2020 15:26,70245,5719,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
95127886,5/10/2020 13:56,5/10/2020 15:19,70488,5000,49701,Third Ave & Stanwix St,49701,Third Ave & Stanwix St,Customer
95127924,5/10/2020 13:57,5/10/2020 15:45,70592,6494,49701,Third Ave & Stanwix St,49701,Third Ave & Stanwix St,Customer
95127961,5/10/2020 13:57,5/10/2020 14:53,70131,3350,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
95128019,5/10/2020 13:58,5/10/2020 14:49,70620,3081,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
95128074,5/10/2020 13:59,5/10/2020 14:56,70140,3433,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
95128148,5/10/2020 14:00,5/10/2020 16:00,70063,7169,,BIKE 70063,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95128507,5/10/2020 14:06,5/10/2020 14:31,70113,1489,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Subscriber
95128589,5/10/2020 14:08,5/10/2020 15:14,70666,4015,1047,S 22nd St & E Carson St,1045,S 27th St & Sidney St. (Southside Works),Customer
95128713,5/10/2020 14:10,5/10/2020 15:41,70296,5480,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
95128767,5/10/2020 14:10,5/10/2020 15:18,70385,4060,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95128815,5/10/2020 14:11,5/11/2020 10:39,70680,73694,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
95128816,5/10/2020 14:11,5/10/2020 15:14,70521,3791,1047,S 22nd St & E Carson St,1045,S 27th St & Sidney St. (Southside Works),Customer
95128859,5/10/2020 14:12,5/10/2020 14:52,70154,2409,49801,Microsoft,1059,Burns White Center at 3 Crossings,Customer
95128874,5/10/2020 14:13,5/10/2020 15:04,70480,3101,49611,24th St & Smallman St,49611,24th St & Smallman St,Customer
95128901,5/10/2020 14:13,5/10/2020 14:53,70489,2361,49801,Microsoft,1059,Burns White Center at 3 Crossings,Customer
95128905,5/10/2020 14:13,5/10/2020 15:21,70667,4057,49691,Liberty Ave & 6th St,49691,Liberty Ave & 6th St,Customer
95128958,5/10/2020 14:14,5/10/2020 15:24,70606,4156,49691,Liberty Ave & 6th St,49691,Liberty Ave & 6th St,Customer
95129092,5/10/2020 14:17,5/10/2020 15:24,70523,4018,49691,Liberty Ave & 6th St,49691,Liberty Ave & 6th St,Customer
95129134,5/10/2020 14:18,5/10/2020 15:25,70328,4005,49691,Liberty Ave & 6th St,49691,Liberty Ave & 6th St,Customer
95129199,5/10/2020 14:19,5/10/2020 15:05,70308,2762,49611,24th St & Smallman St,49611,24th St & Smallman St,Customer
95129213,5/10/2020 14:20,5/10/2020 15:40,70192,4809,,BIKE 70192,49801,Microsoft,Customer
95129217,5/10/2020 14:20,5/10/2020 14:24,70157,235,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
95129289,5/10/2020 14:22,5/10/2020 14:37,70453,904,1029,Alder St & S Highland Ave,1041,Fifth Ave & S Bouquet St,Subscriber
95129304,5/10/2020 14:22,5/10/2020 15:11,70368,2923,49271,S Craig St & 5th Ave,49271,S Craig St & 5th Ave,Customer
95129517,5/10/2020 14:26,5/10/2020 19:08,70428,16935,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
95129518,5/10/2020 14:26,5/10/2020 19:09,70056,16977,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
95129554,5/10/2020 14:27,5/10/2020 17:32,70672,11128,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
95129587,5/10/2020 14:28,5/10/2020 17:32,70210,11078,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
95129659,5/10/2020 14:30,5/10/2020 14:31,70550,98,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
95129762,5/10/2020 14:32,5/10/2020 15:12,70657,2392,49271,S Craig St & 5th Ave,49271,S Craig St & 5th Ave,Customer
95129902,5/10/2020 14:35,5/10/2020 14:49,70450,844,1094,O'Hara St & Desoto St,1029,Alder St & S Highland Ave,Subscriber
95129954,5/10/2020 14:37,5/10/2020 14:39,70067,166,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
95130033,5/10/2020 14:39,5/10/2020 14:49,70401,603,1024,S Negley Ave & Baum Blvd,49401,Stanton Ave & N Negley Ave,Subscriber
95130072,5/10/2020 14:40,5/10/2020 18:10,70573,12591,1034,Ellsworth Ave & N Neville St,49301,Centre Ave & N Craig St,Customer
95130234,5/10/2020 14:44,5/10/2020 16:22,70314,5906,1059,Burns White Center at 3 Crossings,49611,24th St & Smallman St,Customer
95130296,5/10/2020 14:45,5/10/2020 15:04,70637,1167,,BIKE 70637,1061,33rd St & Penn Ave ,Subscriber
95130343,5/10/2020 14:46,5/10/2020 14:48,70533,95,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95130472,5/10/2020 14:50,5/10/2020 15:27,70112,2224,1045,S 27th St & Sidney St. (Southside Works),1084,Hot Metal St & Tunnel Blvd,Customer
95130486,5/10/2020 14:51,5/10/2020 16:07,70367,4578,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
95130520,5/10/2020 14:51,5/10/2020 16:20,70532,5300,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
95130565,5/10/2020 14:52,5/10/2020 16:05,70541,4400,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
95130606,5/10/2020 14:53,5/10/2020 16:06,70653,4330,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
95130661,5/10/2020 14:54,5/10/2020 16:05,70527,4246,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
95130665,5/10/2020 14:55,5/10/2020 17:11,70655,8194,1033,Ivy St & Walnut St   ,1033,Ivy St & Walnut St   ,Customer
95130676,5/10/2020 14:55,5/10/2020 16:23,70658,5276,1060,Penn Ave & 29th St,1060,Penn Ave & 29th St,Customer
95130686,5/10/2020 14:55,5/10/2020 15:35,70030,2408,1015,Federal St & E North Ave,,BIKE 70030,Subscriber
95130688,5/10/2020 14:55,5/10/2020 16:23,70656,5267,1060,Penn Ave & 29th St,1060,Penn Ave & 29th St,Customer
95130714,5/10/2020 14:56,5/10/2020 17:11,70375,8114,1033,Ivy St & Walnut St   ,1033,Ivy St & Walnut St   ,Customer
95130728,5/10/2020 14:56,5/10/2020 17:03,70631,7582,49921,W General Robinson St & Chuck Noll Way,49921,W General Robinson St & Chuck Noll Way,Customer
95130764,5/10/2020 14:58,5/10/2020 17:01,70663,7396,49921,W General Robinson St & Chuck Noll Way,49921,W General Robinson St & Chuck Noll Way,Customer
95130804,5/10/2020 14:59,5/10/2020 17:11,70635,7943,1070,Hobart St & Wightman St,1070,Hobart St & Wightman St,Customer
95130863,5/10/2020 15:00,5/10/2020 21:26,70670,23136,1038,Boulevard of the Allies & Parkview Ave,1038,Boulevard of the Allies & Parkview Ave,Customer
95130910,5/10/2020 15:02,5/10/2020 17:00,70304,7110,,BIKE 70304,49921,W General Robinson St & Chuck Noll Way,Customer
95130929,5/10/2020 15:02,5/10/2020 17:02,70676,7159,49921,W General Robinson St & Chuck Noll Way,49921,W General Robinson St & Chuck Noll Way,Customer
95130964,5/10/2020 15:03,5/10/2020 16:57,70649,6806,1038,Boulevard of the Allies & Parkview Ave,1038,Boulevard of the Allies & Parkview Ave,Customer
95130965,5/10/2020 15:03,5/10/2020 16:02,70157,3525,1049,S 12th St & E Carson St,1048,S 18th St & Sidney St,Customer
95130966,5/10/2020 15:03,5/10/2020 16:02,70638,3515,1049,S 12th St & E Carson St,1048,S 18th St & Sidney St,Customer
95131094,5/10/2020 15:07,5/10/2020 15:21,70451,812,1049,S 12th St & E Carson St,1074,South Side Trail & S 4th St,Customer
95131104,5/10/2020 15:07,5/10/2020 15:21,70120,819,1049,S 12th St & E Carson St,1074,South Side Trail & S 4th St,Customer
95131106,5/10/2020 15:07,5/10/2020 15:20,70255,762,1049,S 12th St & E Carson St,1074,South Side Trail & S 4th St,Customer
95131108,5/10/2020 15:07,5/10/2020 15:24,70551,990,1038,Boulevard of the Allies & Parkview Ave,1031,Maryland Ave & Ellsworth Ave,Subscriber
95131177,5/10/2020 15:09,5/10/2020 17:07,70101,7028,1056,Wood St & Sixth Ave,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95131208,5/10/2020 15:10,5/10/2020 17:01,70569,6645,1056,Wood St & Sixth Ave,1056,Wood St & Sixth Ave,Customer
95131235,5/10/2020 15:11,5/10/2020 17:00,70388,6553,1056,Wood St & Sixth Ave,49921,W General Robinson St & Chuck Noll Way,Customer
95131243,5/10/2020 15:11,5/11/2020 9:07,70313,64566,,BIKE 70313,1000,Liberty Ave & Stanwix St,Customer
95131255,5/10/2020 15:11,5/10/2020 17:04,70589,6754,1056,Wood St & Sixth Ave,1056,Wood St & Sixth Ave,Customer
95131271,5/10/2020 15:12,5/10/2020 16:39,70140,5247,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
95131342,5/10/2020 15:14,5/10/2020 16:12,70570,3490,49621,14th St & Penn Ave,49621,14th St & Penn Ave,Customer
95131350,5/10/2020 15:14,5/10/2020 16:12,70380,3444,49621,14th St & Penn Ave,49621,14th St & Penn Ave,Customer
95131433,5/10/2020 15:17,5/10/2020 16:32,70398,4498,1024,S Negley Ave & Baum Blvd,1024,S Negley Ave & Baum Blvd,Customer
95131467,5/10/2020 15:18,5/10/2020 17:02,70087,6204,,BIKE 70087,1056,Wood St & Sixth Ave,Customer
95131470,5/10/2020 15:18,5/10/2020 17:39,70584,8457,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Customer
95131494,5/10/2020 15:19,5/10/2020 17:04,70470,6318,1056,Wood St & Sixth Ave,1056,Wood St & Sixth Ave,Customer
95131502,5/10/2020 15:19,5/10/2020 17:35,70534,8164,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Customer
95131553,5/10/2020 15:21,5/10/2020 18:27,70616,11182,1074,South Side Trail & S 4th St,1048,S 18th St & Sidney St,Customer
95131557,5/10/2020 15:21,5/10/2020 18:04,70066,9764,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
95131574,5/10/2020 15:21,5/10/2020 16:23,70526,3694,1099,Forbes Ave & S Craig St,1013,Isabella St & Federal St (PNC Park),Customer
95131578,5/10/2020 15:22,5/10/2020 16:48,70502,5195,1047,S 22nd St & E Carson St,1045,S 27th St & Sidney St. (Southside Works),Customer
95131581,5/10/2020 15:22,5/10/2020 16:20,70610,3501,1099,Forbes Ave & S Craig St,1013,Isabella St & Federal St (PNC Park),Customer
95131594,5/10/2020 15:22,5/10/2020 15:24,70277,144,,BIKE 70277,,BIKE 70277,Subscriber
95131603,5/10/2020 15:22,5/10/2020 15:59,70440,2211,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
95131613,5/10/2020 15:22,5/10/2020 18:04,70187,9721,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
95131621,5/10/2020 15:23,5/11/2020 9:48,70074,66327,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
95131626,5/10/2020 15:23,5/10/2020 16:47,70533,5069,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95131683,5/10/2020 15:24,5/10/2020 16:42,70523,4669,49691,Liberty Ave & 6th St,49301,Centre Ave & N Craig St,Customer
95131706,5/10/2020 15:25,5/10/2020 15:59,70568,2069,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
95131725,5/10/2020 15:25,5/10/2020 15:29,70277,222,,BIKE 70277,1061,33rd St & Penn Ave ,Subscriber
95131780,5/10/2020 15:27,5/10/2020 16:41,70053,4427,,BIKE 70053,49301,Centre Ave & N Craig St,Customer
95131857,5/10/2020 15:29,5/11/2020 14:08,70297,81566,49921,W General Robinson St & Chuck Noll Way,49921,W General Robinson St & Chuck Noll Way,Customer
95131864,5/10/2020 15:29,5/10/2020 17:35,70113,7530,1000,Liberty Ave & Stanwix St,,BIKE 70113,Customer
95131890,5/10/2020 15:30,5/11/2020 9:05,70131,63281,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
95131990,5/10/2020 15:33,5/10/2020 16:10,70552,2194,49731,Ross St & Fourth Ave,1000,Liberty Ave & Stanwix St,Customer
95132055,5/10/2020 15:36,5/10/2020 16:28,70195,3146,1023,Liberty Ave & Baum Blvd,1024,S Negley Ave & Baum Blvd,Customer
95132056,5/10/2020 15:36,5/10/2020 16:54,70212,4708,1015,Federal St & E North Ave,1011,Fort Duquesne Blvd & 7th St,Customer
95132067,5/10/2020 15:36,5/10/2020 16:59,70385,4954,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95132085,5/10/2020 15:37,5/10/2020 16:20,70030,2527,,BIKE 70030,49921,W General Robinson St & Chuck Noll Way,Subscriber
95132174,5/10/2020 15:41,5/10/2020 18:14,70518,9155,1001,Forbes Ave & Market Square,,BIKE 70518,Customer
95132183,5/10/2020 15:41,5/10/2020 16:07,70316,1514,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
95132198,5/10/2020 15:42,5/10/2020 18:13,70508,9085,1001,Forbes Ave & Market Square,,BIKE 70508,Subscriber
95132262,5/10/2020 15:44,5/10/2020 17:21,70123,5808,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
95132280,5/10/2020 15:45,5/10/2020 17:02,70399,4616,1001,Forbes Ave & Market Square,,BIKE 70399,Customer
95132286,5/10/2020 15:45,5/10/2020 17:01,70112,4531,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
95132303,5/10/2020 15:46,5/10/2020 17:02,70235,4546,1001,Forbes Ave & Market Square,,BIKE 70235,Customer
95132309,5/10/2020 15:46,5/10/2020 17:00,70214,4462,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
95132322,5/10/2020 15:46,5/10/2020 17:04,70512,4650,1001,Forbes Ave & Market Square,1000,Liberty Ave & Stanwix St,Customer
95132450,5/10/2020 15:51,5/10/2020 16:41,70279,2987,49801,Microsoft,49301,Centre Ave & N Craig St,Customer
95132511,5/10/2020 15:53,5/10/2020 16:36,70328,2623,49691,Liberty Ave & 6th St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95132530,5/10/2020 15:53,5/10/2020 16:38,70667,2671,49691,Liberty Ave & 6th St,1012,North Shore Trail & Fort Duquesne Bridge,Subscriber
95132534,5/10/2020 15:53,5/10/2020 16:35,70606,2486,49691,Liberty Ave & 6th St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95132683,5/10/2020 15:59,5/11/2020 10:36,70550,66998,1048,S 18th St & Sidney St,1049,S 12th St & E Carson St,Subscriber
95132698,5/10/2020 16:00,5/10/2020 17:10,70063,4194,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
95132758,5/10/2020 16:03,5/10/2020 16:35,70145,1953,1072,Glasshouse,1072,Glasshouse,Customer
95132775,5/10/2020 16:03,5/10/2020 17:07,70301,3828,49701,Third Ave & Stanwix St,49701,Third Ave & Stanwix St,Customer
95132803,5/10/2020 16:05,5/10/2020 16:20,70178,939,1061,33rd St & Penn Ave ,1093,S Bouquet Ave & Sennott St,Subscriber
95132846,5/10/2020 16:06,5/10/2020 17:02,70488,3330,49701,Third Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
95132848,5/10/2020 16:06,5/10/2020 17:40,70023,5603,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
95132855,5/10/2020 16:07,5/10/2020 17:48,70305,6088,49881,Arch St & Jacksonia St,49881,Arch St & Jacksonia St,Customer
95132863,5/10/2020 16:07,5/10/2020 17:49,70665,6106,49881,Arch St & Jacksonia St,49881,Arch St & Jacksonia St,Customer
95132864,5/10/2020 16:07,5/10/2020 16:54,70050,2818,49401,Stanton Ave & N Negley Ave,1026,Penn Ave & S Whitfield St,Customer
95132867,5/10/2020 16:07,5/10/2020 17:48,70664,6075,49881,Arch St & Jacksonia St,49881,Arch St & Jacksonia St,Customer
95132905,5/10/2020 16:09,5/10/2020 16:55,70061,2781,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
95132974,5/10/2020 16:13,5/10/2020 17:20,70568,4037,1037,Frew St & Schenley Dr,,BIKE 70568,Customer
95133022,5/10/2020 16:15,5/10/2020 17:48,70271,5528,1002,Third Ave & Wood St,1001,Forbes Ave & Market Square,Customer
95133026,5/10/2020 16:16,5/10/2020 17:51,70404,5734,1002,Third Ave & Wood St,1001,Forbes Ave & Market Square,Customer
95133063,5/10/2020 16:18,5/11/2020 10:57,70557,67137,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
95133151,5/10/2020 16:22,5/10/2020 16:31,70030,578,49921,W General Robinson St & Chuck Noll Way,1015,Federal St & E North Ave,Subscriber
95133179,5/10/2020 16:23,5/10/2020 17:03,70591,2375,1014,Ridge Ave & Brighton Rd (CCAC),1015,Federal St & E North Ave,Customer
95133203,5/10/2020 16:24,5/10/2020 17:48,70503,5066,1054,Smithfield St & Fourth Ave,1001,Forbes Ave & Market Square,Customer
95133207,5/10/2020 16:24,5/10/2020 17:01,70381,2208,1068,Forbes Ave & Murray Ave,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
95133261,5/10/2020 16:27,5/10/2020 17:13,70157,2756,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
95133262,5/10/2020 16:27,5/10/2020 17:49,70504,4879,,BIKE 70504,1001,Forbes Ave & Market Square,Customer
95133407,5/10/2020 16:35,5/10/2020 17:13,70638,2302,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
95133409,5/10/2020 16:35,5/10/2020 18:56,70067,8510,1046,S 25th St & E Carson St,1084,Hot Metal St & Tunnel Blvd,Customer
95133433,5/10/2020 16:35,5/10/2020 17:08,70619,1975,1011,Fort Duquesne Blvd & 7th St,49671,9th St & Penn Ave,Customer
95133439,5/10/2020 16:36,5/10/2020 17:08,70620,1953,1011,Fort Duquesne Blvd & 7th St,49671,9th St & Penn Ave,Subscriber
95133443,5/10/2020 16:36,5/10/2020 16:39,70230,177,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Subscriber
95133486,5/10/2020 16:39,5/10/2020 20:38,70545,14363,1072,Glasshouse,1048,S 18th St & Sidney St,Customer
95133498,5/10/2020 16:39,5/10/2020 17:34,70178,3275,1093,S Bouquet Ave & Sennott St,1093,S Bouquet Ave & Sennott St,Subscriber
95133589,5/10/2020 16:45,5/10/2020 17:46,70230,3706,1014,Ridge Ave & Brighton Rd (CCAC),,BIKE 70230,Subscriber
95133599,5/10/2020 16:45,5/10/2020 19:04,70622,8349,1041,Fifth Ave & S Bouquet St,1041,Fifth Ave & S Bouquet St,Customer
95133604,5/10/2020 16:45,5/10/2020 16:53,70444,491,1038,Boulevard of the Allies & Parkview Ave,1037,Frew St & Schenley Dr,Customer
95133609,5/10/2020 16:45,5/10/2020 19:03,70564,8226,1041,Fifth Ave & S Bouquet St,1041,Fifth Ave & S Bouquet St,Customer
95133639,5/10/2020 16:47,5/10/2020 18:57,70666,7777,1045,S 27th St & Sidney St. (Southside Works),1084,Hot Metal St & Tunnel Blvd,Customer
95133667,5/10/2020 16:49,5/10/2020 17:53,70521,3823,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95133689,5/10/2020 16:50,5/11/2020 10:00,70152,61833,49671,9th St & Penn Ave,49671,9th St & Penn Ave,Customer
95133695,5/10/2020 16:50,5/10/2020 17:13,70633,1338,49671,9th St & Penn Ave,49671,9th St & Penn Ave,Customer
95133752,5/10/2020 16:55,5/10/2020 18:05,70566,4226,1045,S 27th St & Sidney St. (Southside Works),1084,Hot Metal St & Tunnel Blvd,Customer
95133794,5/10/2020 16:57,5/11/2020 10:05,70660,61679,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95133864,5/10/2020 17:02,5/11/2020 10:05,70533,61394,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95133870,5/10/2020 17:02,5/11/2020 10:05,70502,61368,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95133893,5/10/2020 17:03,5/11/2020 10:05,70643,61324,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95133899,5/10/2020 17:03,5/10/2020 19:53,70592,10188,49701,Third Ave & Stanwix St,,BIKE 70592,Customer
95133988,5/10/2020 17:09,5/10/2020 18:11,70673,3674,1070,Hobart St & Wightman St,1070,Hobart St & Wightman St,Customer
95133995,5/10/2020 17:10,5/10/2020 18:14,70515,3847,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
95134024,5/10/2020 17:12,5/10/2020 18:32,70482,4781,1031,Maryland Ave & Ellsworth Ave,1031,Maryland Ave & Ellsworth Ave,Customer
95134046,5/10/2020 17:13,5/10/2020 17:24,70261,640,1033,Ivy St & Walnut St   ,1043,S Millvale Ave & Centre Ave,Subscriber
95134053,5/10/2020 17:14,5/10/2020 18:31,70217,4639,1031,Maryland Ave & Ellsworth Ave,1031,Maryland Ave & Ellsworth Ave,Customer
95134087,5/10/2020 17:16,5/10/2020 18:19,70569,3741,1056,Wood St & Sixth Ave,49301,Centre Ave & N Craig St,Customer
95134089,5/10/2020 17:17,5/10/2020 18:20,70589,3804,1056,Wood St & Sixth Ave,49301,Centre Ave & N Craig St,Customer
95134099,5/10/2020 17:18,5/10/2020 17:30,70547,718,49391,E Liberty Blvd & Negley Ave,1064,Frankstown Ave & E Liberty Blvd,Subscriber
95134115,5/10/2020 17:19,5/10/2020 17:30,70546,648,49391,E Liberty Blvd & Negley Ave,1064,Frankstown Ave & E Liberty Blvd,Subscriber
95134176,5/10/2020 17:23,5/10/2020 17:29,70037,415,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Subscriber
95134281,5/10/2020 17:29,5/10/2020 17:41,70185,683,1026,Penn Ave & S Whitfield St,49401,Stanton Ave & N Negley Ave,Customer
95134379,5/10/2020 17:36,5/11/2020 12:24,70130,67655,1028,Penn Ave & Putnam St (Bakery Square),1028,Penn Ave & Putnam St (Bakery Square),Customer
95134388,5/10/2020 17:37,5/10/2020 19:34,70261,7029,1043,S Millvale Ave & Centre Ave,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Customer
